tconst	averageRating	numVotes
tt0649217	6.9	206
tt4562928	5.0	27
tt33614724	8.1	10
tt37070957	6.7	16
tt0043012	7.1	5217
tt0779881	8.3	20
tt3473416	8.1	14
tt3842920	6.2	19
tt3260588	4.5	26
tt0592265	8.6	38
tt35932342	7.7	34
tt31645722	6.5	44
tt9414102	8.5	131
tt1797655	8.6	8
tt0054149	6.6	181
tt0942600	8.2	103
tt8261732	7.9	245
tt15301666	7.1	1141
tt18375352	4.9	10
tt3705874	8.3	24
tt9450986	7.4	5
tt0755494	9.1	69
tt0193598	6.4	26
tt6926074	7.4	14
tt0408642	7.7	1225
tt0552283	7.2	197
tt5787900	6.7	11
tt0366896	7.3	10
tt4829498	7.0	68
tt28477301	6.6	602
tt0732085	7.5	54
tt33244185	7.5	57
tt1906099	8.2	11
tt14639568	5.4	8
tt6842904	3.3	10
tt8249464	7.9	33
tt1380729	8.3	31
tt0693537	7.2	162
tt2156151	10.0	23
tt0291401	2.3	23
tt8281788	8.2	17
tt10370992	6.2	21
tt11321886	7.5	20
tt1387230	8.3	10
tt11575224	7.8	101
tt1281115	7.1	40
tt19631382	9.2	7
tt0995867	5.1	15
tt0013134	6.2	250
tt0371620	6.7	13
tt12715498	6.9	60
tt22715756	8.7	10
tt2842732	5.9	210
tt27449273	6.5	797
tt0330843	6.8	9533
tt4005330	8.6	17
tt10757992	7.0	8
tt12375772	7.1	20
tt5668472	7.5	142
tt0054389	7.4	21878
tt0309073	5.9	10
tt0036113	5.8	56
tt15387160	6.0	1285
tt2336618	6.7	30
tt6502270	7.4	5
tt0284213	5.2	16
tt1734189	6.6	8
tt0194993	4.9	14
tt3300904	6.4	3147
tt0693588	6.8	181
tt31788812	4.9	64
tt32333999	6.3	950
tt35615356	7.6	64
tt4219290	6.4	95
tt0459531	6.2	96
tt2354506	8.5	10
tt5165640	8.0	25
tt13236924	8.3	41
tt0582683	8.8	2093
tt0262992	7.9	897
tt0538761	8.0	70
tt32238611	7.0	99
tt0023410	6.6	679
tt1164357	8.4	27
tt13098070	5.7	7
tt12127004	6.6	14
tt27619219	8.0	12
tt28685034	6.9	8
tt31613084	9.4	10
tt4057278	7.8	6
tt29335407	3.3	12
tt1413906	7.5	25
tt22871382	7.0	13
tt4418026	6.5	33
tt31975781	7.0	251
tt5156274	6.4	3498
tt0991333	8.0	1115
tt3169344	8.1	86
tt0690962	7.3	24
tt0500366	8.0	216
tt7841040	7.4	139
tt0394979	8.0	37
tt0069878	5.4	24
tt0481520	7.6	12
tt0906715	7.9	848
tt3232512	6.0	7
tt17006072	9.5	16
tt2489740	7.0	49
tt1746553	5.2	24
tt19397492	8.2	7
tt10086506	9.0	5
tt7094804	7.7	43
tt8511904	7.4	21
tt5327634	7.8	6
tt23107490	8.3	8
tt0780116	4.8	233
tt3832768	9.4	19
tt9296208	7.1	29
tt16289240	6.1	17
tt7935324	9.7	8
tt14122188	8.3	41
tt0854148	7.9	20
tt0222180	5.7	39
tt34422503	7.8	27
tt6791836	8.4	24
tt5263238	8.4	223
tt8032686	7.6	6
tt6926634	9.2	12
tt1907323	8.0	11
tt0274640	7.4	52
tt14316894	9.5	6
tt1111869	6.6	95
tt10317810	6.8	26
tt0976622	6.7	14
tt0758239	7.0	93
tt5500756	6.7	24
tt6662910	7.4	11
tt18235614	8.3	8
tt1519196	8.5	80
tt11617442	3.4	43
tt9746472	7.8	16
tt11828584	6.9	9
tt11777528	4.8	105
tt0902558	7.5	33
tt2865962	6.7	2919
tt28128599	4.7	369
tt14502976	6.4	64
tt0565325	7.2	158
tt1289384	9.2	14
tt4416756	7.8	12
tt11750724	8.3	6
tt1035918	8.1	1938
tt3641038	6.6	13
tt36984656	6.6	11
tt2111450	8.2	6
tt1380852	3.3	142
tt0863545	8.0	140
tt12282780	7.6	29
tt2070626	7.4	14
tt6238672	7.0	389
tt5259598	2.7	563
tt0061523	6.0	7723
tt0815870	7.7	20
tt24838546	6.6	14
tt12099656	7.8	28
tt13711914	6.6	1488
tt0918904	8.5	18
tt3356058	6.2	19
tt18256876	6.3	665
tt0617167	6.2	8
tt0393480	7.1	9
tt0702988	7.9	1671
tt8188390	8.2	13
tt4109284	5.0	46
tt9777764	8.5	21
tt0677269	7.5	302
tt0004196	5.7	59
tt0601130	8.0	85
tt3499048	7.5	5875
tt4944070	8.4	138
tt7988232	6.8	9
tt0755195	7.3	32
tt37158543	6.5	8
tt8332778	8.4	8
tt8580028	6.2	10
tt20228380	7.5	34
tt10768904	7.7	14
tt36415466	8.1	269
tt23333452	4.8	16
tt0833522	7.1	10
tt0364875	7.4	22
tt0416469	6.6	83
tt19882224	6.4	8
tt40223817	7.3	92
tt3144708	5.9	135
tt0211286	6.3	1957
tt2129469	8.8	61
tt2463118	4.0	21
tt0312020	8.5	10
tt5586330	6.6	9
tt9790536	6.8	69
tt12882330	1.0	10
tt15779060	6.9	8
tt5548250	8.3	51
tt0230434	8.0	11
tt3994956	6.9	208
tt7649876	7.9	7
tt7815314	8.7	22
tt1657613	8.1	20
tt33334970	7.8	11
tt3170316	8.6	26
tt1029274	8.2	17
tt0932127	8.2	31
tt3014616	7.8	1302
tt5038900	7.3	613
tt37455990	5.8	13
tt20190448	8.0	51
tt7075018	7.2	12
tt5131124	6.3	300
tt2435968	5.6	43
tt1287920	6.6	107
tt6932400	6.8	7
tt21628324	8.3	13
tt0053705	7.0	63
tt5146760	7.3	31
tt6830268	8.8	80
tt0037796	5.9	30
tt4078664	7.0	15
tt0206928	5.6	70
tt1344345	6.2	6
tt14113298	7.8	38
tt8312902	7.1	2598
tt0241446	4.2	647
tt7901446	7.4	6
tt0090054	3.8	404
tt9809378	8.0	313
tt0572218	7.4	1956
tt0855350	7.7	76
tt0112424	3.9	25
tt1049302	6.8	43
tt0567418	7.5	100
tt2339262	9.0	17
tt30413313	9.0	91
tt13863404	5.7	73
tt27043387	6.5	11
tt27667802	5.7	11
tt2070842	6.5	224
tt1526800	8.2	20
tt14207940	8.8	38
tt9097494	8.3	13
tt7014430	3.8	4721
tt0529799	7.4	136
tt13031580	6.7	25
tt13453624	8.8	60
tt7713166	8.0	9
tt18223564	7.3	18
tt32056323	7.6	141
tt4283698	7.0	15
tt11604808	8.0	2769
tt0027381	5.8	268
tt27251658	7.0	12
tt0976788	7.8	19
tt0460659	5.8	49
tt14708456	7.5	237
tt0022608	6.2	19
tt5735570	8.2	27
tt0287532	6.0	132
tt12362674	7.5	12
tt1376370	6.7	204
tt7115974	6.0	26
tt1310393	4.9	20
tt1164582	6.9	15
tt8301252	7.5	23
tt1339757	7.9	97
tt2281443	7.5	13
tt3573668	7.6	55
tt12309488	7.6	39
tt32421298	5.7	9
tt27697761	5.3	23
tt10665144	4.5	94
tt23865576	7.8	63
tt31810018	7.8	14465
tt5861780	7.2	10
tt9749570	6.9	180
tt0713501	6.5	47
tt0061119	6.8	21
tt2288116	7.3	24
tt31530179	6.3	9
tt8070046	8.5	16
tt15484074	5.9	16
tt5153642	7.1	64
tt0075785	6.9	49
tt0464682	6.9	12
tt2241393	6.8	14
tt8377656	7.5	55
tt2181703	7.7	97
tt0737813	6.8	46
tt0423125	6.7	15
tt7493852	6.1	28
tt39390333	7.2	66
tt7611278	5.8	11
tt1413806	8.5	17
tt34869018	8.5	12
tt1991795	6.6	13
tt0713018	7.9	26
tt7803722	8.2	18
tt1848408	8.3	22
tt1015072	5.2	6
tt10930392	7.5	69
tt2051318	6.6	43
tt5464332	5.5	55
tt0841937	7.4	10
tt1559330	7.9	49
tt10208532	6.7	10
tt6682598	8.0	8
tt27138170	6.9	13
tt0841752	7.3	96
tt5749470	7.9	10
tt15005008	8.1	28
tt15118058	6.4	186
tt27147775	6.0	20
tt3813852	6.6	9
tt36047603	8.1	30
tt31090833	4.8	121
tt9530350	8.7	73
tt2171968	6.5	33
tt5037490	8.2	2265
tt9032720	7.4	19
tt2343134	7.0	665
tt15613734	7.6	9
tt2664612	6.3	33
tt0748443	8.0	43
tt0172529	5.5	220
tt0014116	6.2	19
tt19888704	9.2	5
tt9252470	4.7	395
tt0620550	7.7	69
tt2081386	7.2	6
tt1217624	5.0	68
tt0508669	7.8	567
tt0204116	7.3	287
tt9060484	8.3	9
tt1452834	8.7	9
tt6087350	7.1	158
tt6535244	8.0	5
tt8686622	6.5	24
tt1861961	6.5	23
tt1867080	4.4	139
tt26754941	8.6	10
tt33044838	7.4	19
tt37916409	8.6	8
tt8912350	8.9	70
tt35665983	6.5	97
tt0281218	7.1	11
tt30183098	8.2	52
tt3569720	6.5	29
tt0274439	6.7	47
tt30443225	8.3	281
tt0129657	4.7	28
tt5492432	7.6	11
tt15161984	7.1	878
tt2072984	6.3	12
tt1261329	8.1	33
tt0035855	6.5	1045
tt1876422	9.0	5
tt12872558	7.4	453
tt0078097	6.5	48
tt0697474	7.6	22
tt0939073	5.2	7
tt0776688	7.0	38
tt6479602	7.5	16
tt0556134	7.6	10
tt4745698	6.5	20
tt0211869	7.6	400
tt6316092	8.2	48
tt1500016	7.6	14
tt4046276	6.0	35
tt4260932	6.6	8
tt12210846	5.3	8
tt0243786	7.5	22
tt5962562	7.0	7
tt0409301	5.8	781
tt1017182	7.6	1305
tt0858474	8.2	71
tt4212076	7.6	187
tt9526164	7.3	328
tt13107070	6.9	4472
tt38008503	9.2	91
tt20337224	7.4	7
tt13957416	8.3	21
tt1670933	7.5	23
tt2239654	8.3	44
tt4464078	7.6	2362
tt0253935	3.3	22
tt2701904	5.7	8
tt7887944	6.7	46
tt30751129	8.3	36
tt2075761	8.6	78
tt16766388	4.8	6
tt0081023	7.9	40
tt1598174	4.7	56
tt2079080	8.9	80
tt25993832	8.6	52
tt6018214	8.3	8
tt4200884	7.4	6
tt27845143	6.5	165
tt5005876	7.6	119
tt0118610	6.3	546
tt10453958	8.5	26
tt0113001	7.6	12
tt8464364	3.3	2433
tt6598542	7.2	8
tt0174135	5.4	27
tt0598205	7.0	88
tt4814504	8.1	11
tt9340444	7.7	24
tt1293468	8.0	10
tt1105208	8.5	6
tt0696210	8.1	36
tt35514293	6.9	54
tt8202122	6.8	13
tt7143848	3.7	19
tt30319516	6.7	4026
tt0697374	6.6	15
tt0141683	5.3	41
tt18114982	8.6	9
tt1285866	5.6	9
tt1288733	7.6	11
tt0359322	6.9	10
tt0116413	4.1	113
tt2347419	2.8	14
tt0273248	7.1	12
tt17679276	8.4	13
tt0034144	6.9	17
tt6950004	7.4	21
tt0879456	7.4	27
tt0600666	7.6	140
tt3742098	7.8	131
tt2887840	4.6	685
tt1309575	6.7	237
tt0098989	6.1	47
tt12234248	3.8	7
tt21318954	5.5	167
tt0147020	5.4	14
tt12384998	8.7	20
tt3021848	8.7	8
tt8750598	5.2	8
tt0461710	4.4	13
tt12645344	6.9	19
tt0184114	7.8	37
tt9896184	5.4	27
tt1406036	7.8	11
tt19609812	6.2	5
tt0694534	5.7	83
tt9823050	8.0	8
tt15600060	7.7	1385
tt0630431	8.5	14
tt7497376	7.9	623
tt7937076	7.1	78
tt3642166	5.9	59
tt21236466	7.3	12
tt35351038	7.2	196
tt0764644	6.1	1604
tt15739864	8.4	18
tt0845134	6.9	438
tt1980594	8.0	12
tt9233660	9.4	6
tt0763267	4.9	11
tt23556414	7.7	15
tt28224573	5.3	33
tt8347950	6.6	6
tt0306991	5.4	6
tt8521604	8.2	5
tt1644495	7.2	5
tt10692270	6.5	13
tt6805938	5.2	7584
tt0485144	4.5	6
tt2920714	7.3	40
tt0855329	8.3	9
tt1288919	7.1	11
tt35047893	8.9	4680
tt15807154	9.3	7
tt11126028	6.1	216
tt0189811	7.3	553
tt0042809	6.5	1112
tt0098505	5.5	518
tt0968900	7.4	80
tt37110180	7.2	16
tt9108514	8.2	5
tt5111258	7.7	329
tt11444040	6.6	7
tt0483136	6.9	11
tt1597905	7.6	149
tt1301097	8.0	381
tt39675431	6.4	8
tt6478238	6.9	69
tt0578211	7.7	88
tt0195915	5.5	20
tt1111792	8.1	120
tt13826656	8.9	305
tt8835292	6.2	14
tt28612628	7.9	9
tt3174486	8.8	8
tt13332652	6.4	16
tt0354574	7.5	10
tt37626116	9.1	1098
tt1454856	7.7	43
tt1121605	6.9	23
tt5846296	7.8	7
tt13597914	6.5	21
tt0167042	5.4	45
tt0646756	1.3	101
tt13852256	3.6	8
tt2066847	7.1	34
tt27590379	4.6	15
tt19881612	7.1	56
tt0691902	7.9	32
tt1785236	7.3	41
tt2993622	8.0	7
tt2055937	5.8	7
tt1611048	6.4	7
tt9659724	7.1	16
tt8014840	8.8	6
tt19726694	5.6	20
tt1948703	7.9	39
tt0861525	7.4	40
tt3558342	7.3	28
tt0567288	8.9	8
tt7502968	6.8	9
tt1692162	8.2	67
tt0708955	8.5	2609
tt4506022	7.6	14
tt38570194	8.9	52
tt13879210	8.3	29
tt15121684	5.3	10
tt1356505	7.3	59
tt3888922	8.0	8
tt3315986	7.6	18
tt2713390	8.5	12
tt30320430	9.1	57
tt4634890	6.7	7
tt6770536	7.5	335
tt0436428	7.4	60
tt29536201	7.6	9
tt28635300	6.8	27
tt10195300	7.1	17
tt7278008	7.6	12
tt9086232	8.6	9
tt1583739	5.3	47
tt39109143	7.8	408
tt4122876	7.0	7
tt36350279	7.4	15
tt5348692	7.0	34
tt8757908	5.3	145
tt6005368	6.1	67
tt0249934	6.4	326
tt1579537	7.9	15
tt0216284	7.4	20
tt0788921	7.9	47
tt1598908	7.3	16
tt5618738	6.5	11
tt0377370	6.5	31
tt11891294	8.3	8
tt2440194	3.4	14
tt1003241	7.6	18
tt0803983	6.6	69
tt6382814	6.9	15
tt0046989	6.9	459
tt36992503	7.8	67
tt0366707	9.1	3110
tt1293330	7.7	26
tt14135822	7.4	113
tt12361142	6.5	17
tt15132156	7.8	106
tt4811060	9.3	8
tt38516311	8.3	79
tt0638506	6.6	16
tt0872254	7.7	23
tt27715160	3.4	12
tt0875141	5.1	8
tt0635587	7.9	22
tt0685185	7.9	239
tt0500907	7.0	30
tt0612052	6.8	68
tt2293016	6.8	14
tt1782881	8.0	395
tt33379908	7.4	13
tt15004002	8.7	10
tt14916626	7.4	101
tt0907857	6.8	79
tt27479018	7.8	125
tt0433619	7.8	886
tt18953132	7.4	8
tt5356506	6.6	50
tt8088786	8.8	7
tt1019734	7.7	33
tt9516894	6.7	8
tt0794897	8.1	23
tt0062634	5.3	76
tt0737901	7.5	31
tt4238794	5.5	24
tt2148966	6.7	8
tt1491603	3.6	1710
tt2373628	9.2	17
tt36375267	8.5	38
tt0115208	6.1	154
tt0709926	8.2	54
tt8759834	5.1	1424
tt2246650	5.6	12
tt0796822	5.8	108
tt0835341	8.7	31
tt38907930	8.6	8
tt0525464	7.6	35
tt0027278	7.1	77
tt0122580	6.7	555
tt1308478	7.0	176
tt3885402	7.2	9
tt14680956	7.8	189
tt20228670	7.9	31
tt4845394	9.2	5
tt4560650	5.7	8
tt8976464	6.6	1221
tt39372997	8.5	2945
tt29710257	8.3	7
tt10400042	7.4	75
tt0054852	4.5	186
tt1741246	6.5	222
tt0635710	7.9	58
tt1646055	7.0	25
tt11799982	7.1	25
tt4130764	4.8	8
tt9353814	7.4	10
tt2279692	6.6	10
tt9564688	6.7	21
tt32490113	7.7	334
tt5701086	7.6	11
tt0926634	7.4	8
tt10314450	6.1	30853
tt5760892	7.7	65
tt1909450	8.3	14
tt19637368	6.3	6
tt7301798	6.1	137
tt15427630	6.6	7
tt38004780	6.4	8
tt3562058	4.6	5
tt0737932	5.7	9
tt1107446	6.5	68
tt0956362	7.5	19
tt1898693	7.9	46
tt32108742	8.3	6
tt37444510	5.8	46
tt20918412	6.7	16
tt0847404	7.7	18
tt2024271	8.0	14
tt1310290	7.6	9
tt8478602	5.1	5568
tt1494248	4.8	28
tt9701530	4.8	8
tt0246868	5.7	250
tt7975200	5.5	35
tt1756588	7.8	26
tt3450056	8.9	17
tt0303234	7.5	16
tt0968899	7.4	83
tt0440581	5.5	15
tt16591000	6.0	18
tt0917537	6.9	50
tt4390088	7.0	7
tt0866520	8.9	43
tt0404667	7.6	267
tt14902486	7.2	23
tt2968892	7.2	7
tt31324557	9.4	5
tt7777444	5.2	13
tt0412610	6.2	18
tt6428282	3.4	17
tt8309524	4.8	119
tt5266916	7.3	30
tt15676670	6.8	164
tt0318468	7.4	46
tt0600012	7.5	36
tt2002097	7.2	10
tt32560719	8.2	18
tt1569934	5.6	12
tt16425444	3.4	114
tt1385604	6.8	8
tt0264070	5.3	36
tt26770639	2.1	35
tt28640733	8.3	7
tt26346238	7.1	10
tt13138826	7.6	639
tt32065676	5.8	11
tt0895713	5.7	13
tt0479887	4.1	145
tt3774908	6.9	15
tt33079233	7.9	10
tt4336108	7.6	81
tt0106055	5.5	194
tt2860788	6.4	16
tt8690346	10.0	7
tt11223806	7.0	5
tt27705990	7.9	78
tt9842586	7.2	9
tt3018158	6.4	10
tt0041574	6.8	45
tt0601758	8.1	113
tt11610262	7.4	24
tt0600214	8.0	35
tt15000482	7.7	6
tt0085137	7.9	155
tt5568986	6.9	34
tt8070866	7.3	1151
tt27569212	6.2	11
tt22864958	6.9	19
tt3246038	7.4	45
tt10957620	6.2	125
tt8204034	8.2	9
tt7233690	8.1	13
tt0064141	6.3	17
tt2494196	5.3	58
tt38949139	2.0	9
tt6959658	4.7	20
tt0954933	6.2	472
tt0301754	6.6	40
tt2619250	7.7	433
tt0257886	7.4	33
tt3447592	2.0	160
tt1277956	6.6	38
tt6051204	8.0	26
tt13746378	8.0	34
tt11018674	9.3	46
tt0948441	7.2	16
tt1359387	8.2	67
tt1472667	7.3	8
tt0799113	6.9	67
tt0415956	8.6	17
tt1505182	9.1	9
tt31080533	9.5	110
tt2337690	7.5	9
tt32560498	6.7	7
tt0237356	6.8	12
tt2250981	3.0	7
tt0060976	6.4	92
tt4704504	6.1	28
tt9505724	9.7	8
tt0063844	6.5	192
tt0596138	7.0	94
tt0052256	5.0	436
tt19412116	7.5	616
tt0325964	7.0	125
tt1569539	8.8	890
tt0200329	7.1	544
tt0559043	6.8	117
tt8461790	9.3	16
tt1539433	6.7	82
tt5799564	7.9	14
tt5334292	6.8	1075
tt0608149	6.7	16
tt2227061	7.2	441
tt3798260	6.6	16
tt8306958	7.2	21
tt5662106	8.3	3719
tt2134518	8.7	6
tt0494903	4.4	15
tt1566611	6.4	42
tt2519170	5.0	7
tt1139254	5.9	27
tt18376314	7.6	58
tt1943198	7.5	7
tt11563802	5.3	19
tt24070220	5.7	50
tt0396780	7.8	16
tt5568330	3.7	1710
tt1057124	6.8	34
tt1117051	8.8	10
tt2670060	7.0	27
tt5159842	7.9	154
tt0452042	6.7	69
tt7334894	6.8	1254
tt2574112	6.4	10
tt0029176	4.8	37
tt0868702	4.5	18
tt13484102	7.4	1096
tt8287690	6.8	1535
tt4942688	5.5	10
tt13944676	6.0	13
tt1705119	6.5	48
tt15799896	5.0	70
tt3695232	4.4	5
tt8299994	7.4	36
tt0034175	6.5	3221
tt0010732	5.9	294
tt9310146	5.9	13
tt0076566	6.7	184
tt13822610	8.7	15
tt3980488	5.5	35
tt8089234	4.1	371
tt11917204	7.5	26
tt1005424	8.2	12
tt11197152	7.2	26
tt1228610	8.3	104
tt2780644	8.7	6
tt0656788	6.1	49
tt15113718	7.0	10
tt4637592	6.9	23
tt29433109	7.7	6
tt5076336	4.3	112
tt10927408	5.1	16
tt2709204	5.4	8
tt2051626	7.4	17
tt6870910	6.1	36
tt0560674	8.2	118
tt9061298	6.5	9
tt0042731	5.2	56
tt7374856	5.6	15
tt1382236	7.4	10
tt38794863	7.3	41
tt2746662	6.2	18
tt1199976	8.0	11
tt6730034	8.3	30
tt32027590	5.7	6
tt1495063	7.4	48
tt6608936	5.1	15
tt34803023	10.0	5
tt21336974	7.5	338
tt6853948	8.7	28
tt10717892	8.1	3490
tt0336937	6.2	295
tt32590026	7.0	23
tt0032717	5.6	471
tt0314565	2.3	132
tt27815249	8.3	50
tt1827266	6.4	28
tt15516780	8.6	615
tt0783647	7.5	47
tt4877894	9.4	6
tt7664320	6.8	51
tt25246608	7.4	5
tt11639374	5.6	7
tt38082597	9.2	11
tt0193258	4.7	11
tt0900484	7.7	128
tt0843574	5.4	5
tt10140518	8.8	14
tt0354503	6.8	61
tt36812691	6.3	2514
tt1430508	8.0	28
tt0255716	6.2	5
tt5692198	6.6	19
tt2361403	3.6	26
tt0562819	7.5	33
tt5227848	7.6	68
tt0447272	8.8	25
tt0237376	8.9	9729
tt1606932	7.8	10
tt10296560	8.6	13
tt1744249	6.4	28
tt4651900	7.2	357
tt0868735	3.9	17
tt32411513	6.8	15
tt1171370	7.3	10
tt13357182	8.4	243
tt36874852	7.3	37
tt32756106	6.8	14
tt0033517	6.4	1171
tt1527031	6.7	48
tt14478198	7.3	8
tt0105000	6.2	435
tt5587010	6.9	12
tt0503740	7.2	71
tt0972087	7.2	10
tt2739098	7.2	100
tt0317167	3.4	20
tt2080014	6.6	8
tt13143332	7.3	118
tt9209428	6.7	8
tt0472484	6.4	486
tt0506089	7.2	45
tt2134676	8.2	8
tt11690520	7.8	7
tt7281172	6.9	127
tt4669596	7.0	6
tt0866929	6.1	20
tt5449908	5.5	11
tt0386829	6.0	9
tt10187378	6.5	141
tt0971352	7.0	26
tt5739246	7.1	119
tt6868182	7.9	13
tt8896010	4.6	152
tt0160987	5.9	116
tt23473084	9.7	7
tt0940890	7.2	14
tt28611253	6.9	8
tt0668444	5.3	19
tt1543299	6.8	265
tt8729710	8.3	21
tt2243900	4.3	4795
tt1815271	8.7	10
tt1864676	7.6	12
tt29522535	6.8	12
tt7381514	7.1	31
tt16740094	7.9	9
tt0084503	8.0	89680
tt3885134	8.3	11
tt0624323	8.4	8
tt6200640	6.4	8
tt2943178	5.5	5246
tt0857300	8.0	2835
tt7277204	6.3	39
tt1042886	8.4	20
tt0818577	7.3	324
tt0541145	8.3	7
tt33305557	6.8	8
tt6406458	6.5	217
tt6862182	8.6	23
tt9230796	8.4	17
tt39053474	7.5	79
tt1667116	5.4	24
tt2144634	7.0	140
tt0420864	8.4	68
tt0250645	7.1	40
tt1440123	7.5	16
tt1427505	7.8	19
tt0819535	7.5	83
tt9860324	8.3	9
tt10358286	7.7	23
tt1512272	5.5	16
tt0292387	4.5	26
tt0177220	6.4	61
tt0181117	6.8	63
tt11732828	7.7	7
tt0114756	6.0	16
tt2229178	7.3	44
tt0397824	6.0	39
tt0860833	4.1	507
tt2326522	7.3	11
tt16766410	5.0	6
tt6148202	6.1	34
tt0163457	8.5	72
tt21621282	6.9	26
tt4135558	8.6	72
tt15755016	7.6	1438
tt0747401	8.8	11
tt38875479	8.0	1062
tt2379550	7.0	95
tt0280024	5.7	141
tt13988952	5.7	32
tt0235805	4.5	31
tt15534742	5.7	30
tt0798863	4.3	12
tt0474776	7.3	33
tt19231492	7.6	73552
tt2455622	9.8	5
tt2176351	8.0	9
tt4016704	7.7	24
tt0096547	6.5	219
tt0851247	3.6	12
tt22532692	6.7	26
tt33613789	5.7	28
tt0068804	8.1	29
tt0106985	6.6	217
tt8217786	8.0	157
tt27719331	9.6	19
tt1472192	5.2	364
tt1465641	8.2	64
tt11432604	7.2	17
tt0043593	5.4	250
tt0304333	8.5	661
tt38915847	7.3	18
tt0216994	6.4	17
tt27469532	5.5	29
tt8822878	7.6	35
tt8725878	3.6	12
tt1040676	6.9	18
tt7651518	8.2	21
tt0219652	4.7	13
tt34985689	7.8	44
tt6882618	7.7	135
tt1089618	9.0	7
tt0058589	4.2	178
tt0739182	9.2	16
tt1478480	7.9	114
tt38788205	8.9	8
tt12695978	8.6	108
tt3346462	6.8	40
tt9601270	7.1	33
tt12354684	7.7	6
tt38095494	3.1	28
tt14187084	9.2	13
tt0367689	6.1	114
tt8764896	9.1	14
tt3683086	6.1	15
tt31995555	7.3	24
tt1256206	6.8	5
tt21816548	8.4	16
tt5982004	6.9	27
tt0661406	6.8	6
tt8989114	7.4	28
tt0261102	6.5	39
tt27837458	5.6	27
tt8746202	7.5	72
tt1408450	8.8	14
tt37616701	8.0	169
tt9253412	8.6	5
tt1055413	6.3	60
tt6083192	8.8	43
tt8534986	7.5	6
tt0642683	7.7	71
tt6315786	6.5	32
tt0081605	6.0	36
tt33741483	7.2	21
tt31828783	8.4	72
tt1711498	7.0	193
tt6869898	8.9	10
tt1266069	7.1	45
tt5368974	6.1	31
tt7637316	7.2	17
tt7722532	7.2	71
tt2905646	10.0	41
tt11652030	8.0	19
tt29451886	7.6	55
tt1593308	4.8	5
tt0380202	5.3	72
tt10539544	6.5	21
tt2555468	8.4	23
tt8112400	5.5	13
tt0051557	5.8	96
tt8306022	6.0	267
tt0080827	7.0	3206
tt4245432	8.4	55
tt28607904	8.3	13
tt0782053	7.0	559
tt33098639	7.5	6
tt33105168	5.4	9
tt31712737	9.5	14
tt8282744	7.8	12
tt0418226	6.2	60
tt0344743	7.2	197
tt7537800	7.6	10
tt0947195	6.3	13
tt6540616	7.3	7
tt22774714	5.7	62
tt19888272	6.6	24
tt1602354	7.2	72
tt0689033	7.4	17
tt39204806	5.4	99
tt1110956	8.5	17
tt30217907	4.9	11
tt5265978	7.1	12
tt1425234	9.6	9
tt35943597	8.7	7
tt8619930	6.7	10
tt3196754	7.0	25
tt13514520	6.3	6
tt0896588	7.4	76
tt1195500	7.1	41
tt0223590	8.4	8
tt0575466	6.4	68
tt14051616	6.7	63
tt0584210	6.7	245
tt1117563	6.6	31827
tt0704326	6.8	12
tt12275380	7.7	18
tt0401565	7.1	39
tt7650144	8.5	14
tt7103552	6.3	53
tt1116290	6.5	13
tt6574986	6.2	20
tt12055210	6.7	12
tt1546665	8.0	8
tt4846826	5.6	411
tt0302758	6.5	957
tt14044888	5.0	22
tt0012973	6.9	847
tt5704326	5.9	14
tt33347851	7.3	29
tt0621076	8.4	41
tt14067950	6.3	186
tt8380098	7.1	13
tt0341496	6.5	159
tt0528398	7.0	114
tt2316914	4.8	8
tt2883862	4.8	8
tt0019692	7.3	45
tt0057912	6.9	452
tt7920024	4.6	1591
tt0761443	7.8	273
tt2501366	2.9	393
tt8599122	7.0	10
tt0457824	5.0	34
tt32021215	4.3	15
tt15739152	7.4	11
tt0083687	6.6	225
tt37918567	6.6	11
tt16392992	5.2	23
tt0118779	5.3	175
tt0021535	6.3	30
tt28820721	8.2	191
tt0353354	6.1	58
tt0101398	6.0	257
tt23558084	4.2	4964
tt0868817	4.6	18
tt27766711	6.7	258
tt7395646	7.5	23
tt38229525	6.7	7
tt0475043	7.5	1356
tt31842579	7.7	6
tt1085625	5.2	38
tt36302734	9.0	32
tt6319460	7.4	14
tt12377192	7.2	9
tt6251690	8.2	6
tt0847198	7.6	6
tt0485782	2.7	376
tt4111992	8.5	8
tt0346117	6.0	9
tt2844014	7.7	8
tt11363540	5.1	432
tt22436216	8.5	11
tt9429128	8.6	30
tt8209560	6.6	8
tt7870586	5.9	15
tt3579122	8.2	29
tt0468459	5.6	95
tt13890282	7.6	17
tt6551550	7.0	19
tt2689640	7.8	120
tt31958466	7.3	186
tt9621128	5.7	25
tt5151592	6.0	127
tt0503957	7.8	6
tt0791299	8.0	700
tt0588633	7.4	44
tt6340848	6.5	89
tt8002498	5.4	17
tt4767136	5.2	24
tt0398924	6.2	42
tt0283729	7.7	35
tt8470868	4.9	18
tt3425202	7.5	12
tt6155366	8.4	6
tt17656570	5.6	25
tt1261221	7.4	12
tt14077008	5.7	157
tt0346784	7.3	31
tt0977730	7.6	13
tt17592944	8.7	24
tt0103673	6.7	336
tt7705678	8.1	158
tt18271732	6.8	90
tt4477362	5.4	6
tt5000666	7.6	28
tt33246058	4.8	47
tt0894611	7.7	17
tt1037249	8.2	17
tt7944210	5.3	12
tt9382150	8.9	16
tt33030170	7.0	7
